iter	RMSE
147	0.004932215357
148	0.004924737509
149	0.00491181438
150	0.004904656239
151	0.004900825967
152	0.00489323415
153	0.004886344608
154	0.00487613074
155	0.004870347466
156	0.004860523318
157	0.004854516347
158	0.004845092124
159	0.004832005294
160	0.004823693384
161	0.004819540264
162	0.004810947558
163	0.004802370944
164	0.004795160052
165	0.004788246876
166	0.004779335698
167	0.004774628173
168	0.004768836365
169	0.004762421185
170	0.004755140816
171	0.004747554306
172	0.004740328222
173	0.004733647806
174	0.004729341924
175	0.00472168026
176	0.004713668534
177	0.004702768567
178	0.004694613894
179	0.004685744546
180	0.00467829679
181	0.004671874173
182	0.004666123521
183	0.004661007316
184	0.004650844154
185	0.004644708054
186	0.00463914826
187	0.004634349943
188	0.004628768539
189	0.004617863148
190	0.004611963438
191	0.004603042582
192	0.004597391168
193	0.00459407121
194	0.004586545486
195	0.004576185072
196	0.004567213072
197	0.004558982906
198	0.004551177987
199	0.004545722308
200	0.004536379328
201	0.004529345056
202	0.00452249916
203	0.004513921629
204	0.004499429075
205	0.004494251131
206	0.004487786954
207	0.004481840231
208	0.004478014535
209	0.004472838297
210	0.004467959531
211	0.004460111399
212	0.004454870667
213	0.004445305376
214	0.004439699543
215	0.004432395195
216	0.004423152292
217	0.004416895481
218	0.004409141228
219	0.004403587262
220	0.004397196313
221	0.004389361073
222	0.004383952706
223	0.004379778789
224	0.004375143905
225	0.004368185998
226	0.004362452315
227	0.004357485059
228	0.004354025672
229	0.004343805982
230	0.004339468592
231	0.004335173507
232	0.004329898362
233	0.004324297964
234	0.004319744163
235	0.004311835776
236	0.004303881573
237	0.004297160301
238	0.004293165224
239	0.004285913253
240	0.004281875995
241	0.004275110412
242	0.004271709088
243	0.004264738199
244	0.004260772285
245	0.004249984855
246	0.004240691251
247	0.004236219657
248	0.004233330963
249	0.004229056627
250	0.004221321096
251	0.004214192838
252	0.004210011472
253	0.004204861042
254	0.004200161854
255	0.004194919957
256	0.004190991248
257	0.004186987422
258	0.004178953975
259	0.0041718664
260	0.004167538437
261	0.004163607411
262	0.004159981717
263	0.004155434898
264	0.004149387317
265	0.004145375131
266	0.004139971623
267	0.004129727379
268	0.004124823377
269	0.004115255439
270	0.004109908792
271	0.004107021893
272	0.004102499589
273	0.004096397515
274	0.004090856764
275	0.004084805435
276	0.004079864004
277	0.004074887076
278	0.004068140206
279	0.004063991791
280	0.004058633037
281	0.004055948873
282	0.004049771624
283	0.00404431651
284	0.004039546064
285	0.00403577633
286	0.004031114629
287	0.004025257785
288	0.004020962584
289	0.004015083637
290	0.004011211002
291	0.004008015903
292	0.00400554669
293	0.004000295445
294	0.003996341124
295	0.003990528858
296	0.003985362348
297	0.003978384386
298	0.003974311031
299	0.003969369981
300	0.003966601231
301	0.003963385315
302	0.003960310428
303	0.003954701632
304	0.003948137055
305	0.003943942639
306	0.003939642154
307	0.00393230582
308	0.003928670705
309	0.003922671868
310	0.00391489902
311	0.003907931453
312	0.003902964944
313	0.00390101481
314	0.003895031046
315	0.003888585308
316	0.003883814953
317	0.003878484385
318	0.003872282988
319	0.003868459459
320	0.003866908056
321	0.003861429477
322	0.003856616221
323	0.003854531857
324	0.003848486051
325	0.003845465464
326	0.003839541165
327	0.003833613429
328	0.003829544888
329	0.003824590564
330	0.003818112729
331	0.003812850069
332	0.003808999653
333	0.003804305625
334	0.00379944684
335	0.003792969825
336	0.00379120509
337	0.003785043433
338	0.003780822258
339	0.003775241049
340	0.003770686231
341	0.003768512815
342	0.003763119597
343	0.003759740056
344	0.003753532748
345	0.003748316587
346	0.003743121195
347	0.003738930274
348	0.003734298424
349	0.00372909317
350	0.003724872787
351	0.003720759385
352	0.003716305003
353	0.003712353403
354	0.003705782408
355	0.00370361018
356	0.003697563478
357	0.003690841132
358	0.003687562291
359	0.003681801592
360	0.003677056422
361	0.003672914751
362	0.00366684256
363	0.003663404921
364	0.003657807596
365	0.003653448219
366	0.003650584004
367	0.003644606843
368	0.00364019309
369	0.003637189823
370	0.003632992225
371	0.003629660231
372	0.003627895338
373	0.00362488534
374	0.003620925828
375	0.003616735057
376	0.003612489146
377	0.003609592081
378	0.00360491599
379	0.003598327176
380	0.003594739373
381	0.003590140466
382	0.003586912111
383	0.003583148141
384	0.003581040872
385	0.003576662264
386	0.003572924261
387	0.003570591128
388	0.003567512075
389	0.003564163997
390	0.003560926354
391	0.003555737544
392	0.003551119679
393	0.003547112781
394	0.003543250658
395	0.003540193383
396	0.003535210268
397	0.003531557983
398	0.003526905781
399	0.003525134213
400	0.003518947585
401	0.003514715178
402	0.003508431399
403	0.00350563745
404	0.003499714428
405	0.003494516892
406	0.003492134247
407	0.003488674637
408	0.003483139455
409	0.003477900464
410	0.003476266034
411	0.003470996596
412	0.003467714654
413	0.00346478081
414	0.003459954922
415	0.003455357249
416	0.003452736668
417	0.003450569837
418	0.003448214174
419	0.003446560697
420	0.003443064788
421	0.003439460467
422	0.003438428045
423	0.003436064691
424	0.003434586977
425	0.003431726952
426	0.003429738539
427	0.003425048699
428	0.003420667588
429	0.003416139076
430	0.003412018218
431	0.003410797549
432	0.003406761501
433	0.003404384765
434	0.003398920322
435	0.00339580513
436	0.003391662808
437	0.003387924989
438	0.003383898062
439	0.003377188238
440	0.003373860788
441	0.003369316054
442	0.003365719538
443	0.003364066796
444	0.003359615949
445	0.003356606461
446	0.003353440942
447	0.003348418636
448	0.003346730384
449	0.003342691585
450	0.003339273477
451	0.003334405699
452	0.003329403679
453	0.003327197454
454	0.003324777496
455	0.003320855986
456	0.003318381001
457	0.003313871769
458	0.003308936715
459	0.003305638864
460	0.003303995858
461	0.003301639333
462	0.003296976386
463	0.003295885317
464	0.003291980081
465	0.003289126608
466	0.003287775395
467	0.003285707765
468	0.003284529859
469	0.003280250049
470	0.003276564479
471	0.003274710398
472	0.003270849028
473	0.00326843427
474	0.003259763138
475	0.003257117188
476	0.00325335569
477	0.003250197374
478	0.003247433745
479	0.003244410535
480	0.003240213089
481	0.003236292
482	0.003234599971
483	0.003230210794
484	0.003226243921
485	0.003224199714
486	0.003221195505
487	0.003215795373
488	0.003214445327
489	0.003210054696
490	0.003201188663
491	0.003198786273
492	0.003193406131
493	0.003189046087
494	0.003185449967
495	0.00318046925
496	0.003177516748
497	0.003175307929
498	0.003173502773
499	0.00317014991
